Compiled from "NumberMathModificationInfo.java"
    Code:
       0: lload_0
       1: invokestatic  #367                // Method java/lang/Long.valueOf:(J)Ljava/lang/Long;
       4: ldc_w         #265                // String mod
       7: iload_2
       8: invokestatic  #334                // Method java/lang/Byte.valueOf:(B)Ljava/lang/Byte;
      11: invokestatic  #340                // Method org/codehaus/groovy/runtime/InvokerHelper.invokeMethod:(Ljava/lang/Object;Ljava/lang/String;Ljava/lang/Object;)Ljava/lang/Object;
      14: checkcast     #342                // class java/lang/Number
      17: invokevirtual #371                // Method java/lang/Number.longValue:()J
      20: lreturn

  public static long mod(long, short);
    Code:
       0: getstatic     #324                // Field instance:Lorg/codehaus/groovy/runtime/typehandling/NumberMathModificationInfo;
       3: getfield      #273                // Field long_mod:Z
       6: ifeq          15
       9: lload_0
      10: iload_2
      11: invokestatic  #859                // Method modSlow:(JS)J
      14: lreturn
      15: lload_0
      16: iload_2
      17: i2l
      18: lrem
      19: lreturn

  private static long modSlow(long, short);
    Code:
       0: lload_0
       1: invokestatic  #367                // Method java/lang/Long.valueOf:(J)Ljava/lang/Long;
       4: ldc_w         #265                // String mod
       7: iload_2
       8: invokestatic  #353                // Method java/lang/Short.valueOf:(S)Ljava/lang/Short;
      11: invokestatic  #340                // Method org/codehaus/groovy/runtime/InvokerHelper.invokeMethod:(Ljava/lang/Object;Ljava/lang/String;Ljava/lang/Object;)Ljava/lang/Object;
      14: checkcast     #342                // class java/lang/Number
      17: invokevirtual #371                // Method java/lang/Number.longValue:()J
      20: lreturn

  public static long mod(long, int);
    Code:
       0: getstatic     #324                // Field instance:Lorg/codehaus/groovy/runtime/typehandling/NumberMathModificationInfo;
       3: getfield      #273                // Field long_mod:Z
       6: ifeq          15
       9: lload_0
      10: iload_2
      11: invokestatic  #861                // Method modSlow:(JI)J
      14: lreturn
      15: lload_0
      16: iload_2
      17: i2l
      18: lrem
      19: lreturn

  private static long modSlow(long, int);
    Code:
       0: lload_0
       1: invokestatic  #367                // Method java/lang/Long.valueOf:(J)Ljava/lang/Long;
       4: ldc_w         #265                // String mod
       7: iload_2
       8: invokestatic  #360                // Method java/lang/Integer.valueOf:(I)Ljava/lang/Integer;
      11: invokestatic  #340                // Method org/codehaus/groovy/runtime/InvokerHelper.invokeMethod:(Ljava/lang/Object;Ljava/lang/String;Ljava/lang/Object;)Ljava/lang/Object;
      14: checkcast     #342                // class java/lang/Number
      17: invokevirtual #371                // Method java/lang/Number.longValue:()J
      20: lreturn

  public static long mod(long, long);
    Code:
       0: getstatic     #324                // Field instance:Lorg/codehaus/groovy/runtime/typehandling/NumberMathModificationInfo;
       3: getfield      #273                // Field long_mod:Z
       6: ifeq          15
       9: lload_0
      10: lload_2
      11: invokestatic  #863                // Method modSlow:(JJ)J
      14: lreturn
      15: lload_0
      16: lload_2
      17: lrem
      18: lreturn

  private static long modSlow(long, long);
    Code:
       0: lload_0
       1: invokestatic  #367                // Method java/lang/Long.valueOf:(J)Ljava/lang/Long;
       4: ldc_w         #265                // String mod
       7: lload_2
       8: invokestatic  #367                // Method java/lang/Long.valueOf:(J)Ljava/lang/Long;
      11: invokestatic  #340                // Method org/codehaus/groovy/runtime/InvokerHelper.invokeMethod:(Ljava/lang/Object;Ljava/lang/String;Ljava/lang/Object;)Ljava/lang/Object;
      14: checkcast     #342                // class java/lang/Number
      17: invokevirtual #371                // Method java/lang/Number.longValue:()J
      20: lreturn

  public static int leftShift(byte, byte);
    Code:
       0: getstatic     #324                // Field instance:Lorg/codehaus/groovy/runtime/typehandling/NumberMathModificationInfo;
       3: getfield      #281                // Field byte_leftShift:Z
       6: ifeq          15
       9: iload_0
      10: iload_1
      11: invokestatic  #866                // Method leftShiftSlow:(BB)I
      14: ireturn
      15: iload_0
      16: iload_1
      17: ishl
      18: ireturn

  private static int leftShiftSlow(byte, byte);
    Code:
       0: iload_0
       1: invokestatic  #334                // Method java/lang/Byte.valueOf:(B)Ljava/lang/Byte;
       4: ldc_w         #279                // String leftShift
       7: iload_1
       8: invokestatic  #334                // Method java/lang/Byte.valueOf:(B)Ljava/lang/Byte;
      11: invokestatic  #340                // Method org/codehaus/groovy/runtime/InvokerHelper.invokeMethod:(Ljava/lang/Object;Ljava/lang/String;Ljava/lang/Object;)Ljava/lang/Object;
      14: checkcast     #342                // class java/lang/Number
      17: invokevirtual #346                // Method java/lang/Number.intValue:()I
      20: ireturn

  public static int leftShift(byte, short);
    Code:
       0: getstatic     #324                // Field instance:Lorg/codehaus/groovy/runtime/typehandling/NumberMathModificationInfo;
       3: getfield      #281                // Field byte_leftShift:Z
       6: ifeq          15
       9: iload_0
      10: iload_1
      11: invokestatic  #868                // Method leftShiftSlow:(BS)I
      14: ireturn
      15: iload_0
      16: iload_1
      17: ishl
      18: ireturn

  private static int leftShiftSlow(byte, short);
    Code:
       0: iload_0
       1: invokestatic  #334                // Method java/lang/Byte.valueOf:(B)Ljava/lang/Byte;
       4: ldc_w         #279                // String leftShift
       7: iload_1
       8: invokestatic  #353                // Method java/lang/Short.valueOf:(S)Ljava/lang/Short;
      11: invokestatic  #340                // Method org/codehaus/groovy/runtime/InvokerHelper.invokeMethod:(Ljava/lang/Object;Ljava/lang/String;Ljava/lang/Object;)Ljava/lang/Object;
      14: checkcast     #342                // class java/lang/Number
      17: invokevirtual #346                // Method java/lang/Number.intValue:()I
      20: ireturn

  public static int leftShift(byte, int);
    Code:
       0: getstatic     #324                // Field instance:Lorg/codehaus/groovy/runtime/typehandling/NumberMathModificationInfo;
       3: getfield      #281                // Field byte_leftShift:Z
       6: ifeq          15
       9: iload_0
      10: iload_1
      11: invokestatic  #870                // Method leftShiftSlow:(BI)I
      14: ireturn
      15: iload_0
      16: iload_1
      17: ishl
      18: ireturn

  private static int leftShiftSlow(byte, int);
    Code:
       0: iload_0
       1: invokestatic  #334                // Method java/lang/Byte.valueOf:(B)Ljava/lang/Byte;
       4: ldc_w         #279                // String leftShift
       7: iload_1
       8: invokestatic  #360                // Method java/lang/Integer.valueOf:(I)Ljava/lang/Integer;
      11: invokestatic  #340                // Method org/codehaus/groovy/runtime/InvokerHelper.invokeMethod:(Ljava/lang/Object;Ljava/lang/String;Ljava/lang/Object;)Ljava/lang/Object;
      14: checkcast     #342                // class java/lang/Number
      17: invokevirtual #346                // Method java/lang/Number.intValue:()I
      20: ireturn

  public static long leftShift(byte, long);
    Code:
       0: getstatic     #324                // Field instance:Lorg/codehaus/groovy/runtime/typehandling/NumberMathModificationInfo;
       3: getfield      #281                // Field byte_leftShift:Z
       6: ifeq          15
       9: iload_0
      10: lload_1
      11: invokestatic  #872                // Method leftShiftSlow:(BJ)J
      14: lreturn
      15: iload_0
      16: i2l
      17: lload_1
      18: l2i
      19: lshl
      20: lreturn

  private static long leftShiftSlow(byte, long);
    Code:
       0: iload_0
       1: invokestatic  #334                // Method java/lang/Byte.valueOf:(B)Ljava/lang/Byte;
       4: ldc_w         #279                // String leftShift
       7: lload_1
       8: invokestatic  #367                // Method java/lang/Long.valueOf:(J)Ljava/lang/Long;
      11: invokestatic  #340                // Method org/codehaus/groovy/runtime/InvokerHelper.invokeMethod:(Ljava/lang/Object;Ljava/lang/String;Ljava/lang/Object;)Ljava/lang/Object;
      14: checkcast     #342                // class java/lang/Number
      17: invokevirtual #371                // Method java/lang/Number.longValue:()J
      20: lreturn

  public static int leftShift(short, byte);
    Code:
       0: getstatic     #324                // Field instance:Lorg/codehaus/groovy/runtime/typehandling/NumberMathModificationInfo;
       3: getfield      #283                // Field short_leftShift:Z
       6: ifeq          15
       9: iload_0
      10: iload_1
      11: invokestatic  #874                // Method leftShiftSlow:(SB)I
      14: ireturn
      15: iload_0
      16: iload_1
      17: ishl
      18: ireturn

  private static int leftShiftSlow(short, byte);
    Code:
       0: iload_0
       1: invokestatic  #353                // Method java/lang/Short.valueOf:(S)Ljava/lang/Short;
       4: ldc_w         #279                // String leftShift
       7: iload_1
       8: invokestatic  #334                // Method java/lang/Byte.valueOf:(B)Ljava/lang/Byte;
      11: invokestatic  #340                // Method org/codehaus/groovy/runtime/InvokerHelper.invokeMethod:(Ljava/lang/Object;Ljava/lang/String;Ljava/lang/Object;)Ljava/lang/Object;
      14: checkcast     #342                // class java/lang/Number
      17: invokevirtual #346                // Method java/lang/Number.intValue:()I
      20: ireturn

  public static int leftShift(short, short);
    Code:
       0: getstatic     #324                // Field instance:Lorg/codehaus/groovy/runtime/typehandling/NumberMathModificationInfo;
       3: getfield      #283                // Field short_leftShift:Z
       6: ifeq          15
       9: iload_0
      10: iload_1
      11: invokestatic  #876                // Method leftShiftSlow:(SS)I
      14: ireturn
      15: iload_0
      16: iload_1
      17: ishl
      18: ireturn

  private static int leftShiftSlow(short, short);
    Code:
       0: iload_0
       1: invokestatic  #353                // Method java/lang/Short.valueOf:(S)Ljava/lang/Short;
       4: ldc_w         #279                // String leftShift
       7: iload_1
       8: invokestatic  #353                // Method java/lang/Short.valueOf:(S)Ljava/lang/Short;
      11: invokestatic  #340                // Method org/codehaus/groovy/runtime/InvokerHelper.invokeMethod:(Ljava/lang/Object;Ljava/lang/String;Ljava/lang/Object;)Ljava/lang/Object;
      14: checkcast     #342                // class java/lang/Number
      17: invokevirtual #346                // Method java/lang/Number.intValue:()I
      20: ireturn

  public static int leftShift(short, int);
    Code:
       0: getstatic     #324                // Field instance:Lorg/codehaus/groovy/runtime/typehandling/NumberMathModificationInfo;
       3: getfield      #283                // Field short_leftShift:Z
       6: ifeq          15
       9: iload_0
      10: iload_1
      11: invokestatic  #878                // Method leftShiftSlow:(SI)I
      14: ireturn
      15: iload_0
      16: iload_1
      17: ishl
      18: ireturn

  private static int leftShiftSlow(short, int);
    Code:
       0: iload_0
       1: invokestatic  #353                // Method java/lang/Short.valueOf:(S)Ljava/lang/Short;
       4: ldc_w         #279                // String leftShift
       7: iload_1
       8: invokestatic  #360                // Method java/lang/Integer.valueOf:(I)Ljava/lang/Integer;
      11: invokestatic  #340                // Method org/codehaus/groovy/runtime/InvokerHelper.invokeMethod:(Ljava/lang/Object;Ljava/lang/String;Ljava/lang/Object;)Ljava/lang/Object;
      14: checkcast     #342                // class java/lang/Number
      17: invokevirtual #346                // Method java/lang/Number.intValue:()I
      20: ireturn

  public static long leftShift(short, long);
    Code:
       0: getstatic     #324                // Field instance:Lorg/codehaus/groovy/runtime/typehandling/NumberMathModificationInfo;
       3: getfield      #283                // Field short_leftShift:Z
       6: ifeq          15
       9: iload_0
      10: lload_1
      11: invokestatic  #880                // Method leftShiftSlow:(SJ)J
      14: lreturn
      15: iload_0
      16: i2l
      17: lload_1
      18: l2i
      19: lshl
      20: lreturn

  private static long leftShiftSlow(short, long);
    Code:
       0: iload_0
       1: invokestatic  #353                // Method java/lang/Short.valueOf:(S)Ljava/lang/Short;
       4: ldc_w         #279                // String leftShift
       7: lload_1
       8: invokestatic  #367                // Method java/lang/Long.valueOf:(J)Ljava/lang/Long;
      11: invokestatic  #340                // Method org/codehaus/groovy/runtime/InvokerHelper.invokeMethod:(Ljava/lang/Object;Ljava/lang/String;Ljava/lang/Object;)Ljava/lang/Object;
      14: checkcast     #342                // class java/lang/Number
      17: invokevirtual #371                // Method java/lang/Number.longValue:()J
      20: lreturn

  public static int leftShift(int, byte);
    Code:
       0: getstatic     #324                // Field instance:Lorg/codehaus/groovy/runtime/typehandling/NumberMathModificationInfo;
       3: getfield      #285                // Field int_leftShift:Z
       6: ifeq          15
       9: iload_0
      10: iload_1
      11: invokestatic  #882                // Method leftShiftSlow:(IB)I
      14: ireturn
      15: iload_0
      16: iload_1
      17: ishl
      18: ireturn

  private static int leftShiftSlow(int, byte);
    Code:
       0: iload_0
       1: invokestatic  #360                // Method java/lang/Integer.valueOf:(I)Ljava/lang/Integer;
       4: ldc_w         #279                // String leftShift
       7: iload_1
       8: invokestatic  #334                // Method java/lang/Byte.valueOf:(B)Ljava/lang/Byte;
      11: invokestatic  #340                // Method org/codehaus/groovy/runtime/InvokerHelper.invokeMethod:(Ljava/lang/Object;Ljava/lang/String;Ljava/lang/Object;)Ljava/lang/Object;
      14: checkcast     #342                // class java/lang/Number
      17: invokevirtual #346                // Method java/lang/Number.intValue:()I
      20: ireturn

  public static int leftShift(int, short);
    Code:
       0: getstatic     #324                // Field instance:Lorg/codehaus/groovy/runtime/typehandling/NumberMathModificationInfo;
       3: getfield      #285                // Field int_leftShift:Z
       6: ifeq          15
       9: iload_0
      10: iload_1
      11: invokestatic  #884                // Method leftShiftSlow:(IS)I
      14: ireturn
      15: iload_0
      16: iload_1
      17: ishl
      18: ireturn

  private static int leftShiftSlow(int, short);
    Code:
       0: iload_0
       1: invokestatic  #360                // Method java/lang/Integer.valueOf:(I)Ljava/lang/Integer;
       4: ldc_w         #279                // String leftShift
       7: iload_1
       8: invokestatic  #353                // Method java/lang/Short.valueOf:(S)Ljava/lang/Short;
      11: invokestatic  #340                // Method org/codehaus/groovy/runtime/InvokerHelper.invokeMethod:(Ljava/lang/Object;Ljava/lang/String;Ljava/lang/Object;)Ljava/lang/Object;
      14: checkcast     #342                // class java/lang/Number
      17: invokevirtual #346                // Method java/lang/Number.intValue:()I
      20: ireturn

  public static int leftShift(int, int);
    Code:
       0: getstatic     #324                // Field instance:Lorg/codehaus/groovy/runtime/typehandling/NumberMathModificationInfo;
       3: getfield      #285                // Field int_leftShift:Z
       6: ifeq          15
       9: iload_0
      10: iload_1
      11: invokestatic  #886                // Method leftShiftSlow:(II)I
      14: ireturn
      15: iload_0
      16: iload_1
      17: ishl
      18: ireturn

  private static int leftShiftSlow(int, int);
    Code:
       0: iload_0
       1: invokestatic  #360                // Method java/lang/Integer.valueOf:(I)Ljava/lang/Integer;
       4: ldc_w         #279                // String leftShift
       7: iload_1
       8: invokestatic  #360                // Method java/lang/Integer.valueOf:(I)Ljava/lang/Integer;
      11: invokestatic  #340                // Method org/codehaus/groovy/runtime/InvokerHelper.invokeMethod:(Ljava/lang/Object;Ljava/lang/String;Ljava/lang/Object;)Ljava/lang/Object;
      14: checkcast     #342                // class java/lang/Number
      17: invokevirtual #346                // Method java/lang/Number.intValue:()I
      20: ireturn

  public static long leftShift(int, long);
    Code:
       0: getstatic     #324                // Field instance:Lorg/codehaus/groovy/runtime/typehandling/NumberMathModificationInfo;
       3: getfield      #285                // Field int_leftShift:Z
       6: ifeq          15
       9: iload_0
      10: lload_1
      11: invokestatic  #888                // Method leftShiftSlow:(IJ)J
      14: lreturn
      15: iload_0
      16: i2l
      17: lload_1
      18: l2i
      19: lshl
      20: lreturn

  private static long leftShiftSlow(int, long);
    Code:
       0: iload_0
       1: invokestatic  #360                // Method java/lang/Integer.valueOf:(I)Ljava/lang/Integer;
       4: ldc_w         #279                // String leftShift
       7: lload_1
       8: invokestatic  #367                // Method java/lang/Long.valueOf:(J)Ljava/lang/Long;
      11: invokestatic  #340                // Method org/codehaus/groovy/runtime/InvokerHelper.invokeMethod:(Ljava/lang/Object;Ljava/lang/String;Ljava/lang/Object;)Ljava/lang/Object;
      14: checkcast     #342                // class java/lang/Number
      17: invokevirtual #371                // Method java/lang/Number.longValue:()J
      20: lreturn

  public static long leftShift(long, byte);
    Code:
       0: getstatic     #324                // Field instance:Lorg/codehaus/groovy/runtime/typehandling/NumberMathModificationInfo;
       3: getfield      #287                // Field long_leftShift:Z
       6: ifeq          15
       9: lload_0
      10: iload_2
      11: invokestatic  #890                // Method leftShiftSlow:(JB)J
      14: lreturn
      15: lload_0
      16: iload_2
      17: i2l
      18: l2i
      19: lshl
      20: lreturn

  private static long leftShiftSlow(long, byte);
    Code:
       0: lload_0
       1: invokestatic  #367                // Method java/lang/Long.valueOf:(J)Ljava/lang/Long;
       4: ldc_w         #279                // String leftShift
       7: iload_2
       8: invokestatic  #334                // Method java/lang/Byte.valueOf:(B)Ljava/lang/Byte;
      11: invokestatic  #340                // Method org/codehaus/groovy/runtime/InvokerHelper.invokeMethod:(Ljava/lang/Object;Ljava/lang/String;Ljava/lang/Object;)Ljava/lang/Object;
      14: checkcast     #342                // class java/lang/Number
      17: invokevirtual #371                // Method java/lang/Number.longValue:()J
      20: lreturn

  public static long leftShift(long, short);
    Code:
       0: getstatic     #324                // Field instance:Lorg/codehaus/groovy/runtime/typehandling/NumberMathModificationInfo;
       3: getfield      #287                // Field long_leftShift:Z
       6: ifeq          15
       9: lload_0
      10: iload_2
      11: invokestatic  #892                // Method leftShiftSlow:(JS)J
      14: lreturn
      15: lload_0
      16: iload_2
      17: i2l
      18: l2i
      19: lshl
      20: lreturn

  private static long leftShiftSlow(long, short);
    Code:
       0: lload_0
       1: invokestatic  #367                // Method java/lang/Long.valueOf:(J)Ljava/lang/Long;
       4: ldc_w         #279                // String leftShift
       7: iload_2
       8: invokestatic  #353                // Method java/lang/Short.valueOf:(S)Ljava/lang/Short;
      11: invokestatic  #340                // Method org/codehaus/groovy/runtime/InvokerHelper.invokeMethod:(Ljava/lang/Object;Ljava/lang/String;Ljava/lang/Object;)Ljava/lang/Object;
      14: checkcast     #342                // class java/lang/Number
      17: invokevirtual #371                // Method java/lang/Number.longValue:()J
      20: lreturn

  public static long leftShift(long, int);
    Code:
       0: getstatic     #324                // Field instance:Lorg/codehaus/groovy/runtime/typehandling/NumberMathModificationInfo;
       3: getfield      #287                // Field long_leftShift:Z
       6: ifeq          15
       9: lload_0
      10: iload_2
      11: invokestatic  #894                // Method leftShiftSlow:(JI)J
      14: lreturn
      15: lload_0
      16: iload_2
      17: i2l
      18: l2i
      19: lshl
      20: lreturn

  private static long leftShiftSlow(long, int);
    Code:
       0: lload_0
       1: invokestatic  #367                // Method java/lang/Long.valueOf:(J)Ljava/lang/Long;
       4: ldc_w         #279                // String leftShift
       7: iload_2
       8: invokestatic  #360                // Method java/lang/Integer.valueOf:(I)Ljava/lang/Integer;
      11: invokestatic  #340                // Method org/codehaus/groovy/runtime/InvokerHelper.invokeMethod:(Ljava/lang/Object;Ljava/lang/String;Ljava/lang/Object;)Ljava/lang/Object;
      14: checkcast     #342                // class java/lang/Number
      17: invokevirtual #371                // Method java/lang/Number.longValue:()J
      20: lreturn

  public static long leftShift(long, long);
    Code:
       0: getstatic     #324                // Field instance:Lorg/codehaus/groovy/runtime/typehandling/NumberMathModificationInfo;
       3: getfield      #287                // Field long_leftShift:Z
       6: ifeq          15
       9: lload_0
      10: lload_2
      11: invokestatic  #896                // Method leftShiftSlow:(JJ)J
      14: lreturn
      15: lload_0
      16: lload_2
      17: l2i
      18: lshl
      19: lreturn

  private static long leftShiftSlow(long, long);
    Code:
       0: lload_0
       1: invokestatic  #367                // Method java/lang/Long.valueOf:(J)Ljava/lang/Long;
       4: ldc_w         #279                // String leftShift
       7: lload_2
       8: invokestatic  #367                // Method java/lang/Long.valueOf:(J)Ljava/lang/Long;
      11: invokestatic  #340                // Method org/codehaus/groovy/runtime/InvokerHelper.invokeMethod:(Ljava/lang/Object;Ljava/lang/String;Ljava/lang/Object;)Ljava/lang/Object;
      14: checkcast     #342                // class java/lang/Number
      17: invokevirtual #371                // Method java/lang/Number.longValue:()J
      20: lreturn

  public static int rightShift(byte, byte);
    Code:
       0: getstatic     #324                // Field instance:Lorg/codehaus/groovy/runtime/typehandling/NumberMathModificationInfo;
       3: getfield      #295                // Field byte_rightShift:Z
       6: ifeq          15
       9: iload_0
      10: iload_1
      11: invokestatic  #899                // Method rightShiftSlow:(BB)I
      14: ireturn
      15: iload_0
      16: iload_1
      17: ishr
      18: ireturn

  private static int rightShiftSlow(byte, byte);
    Code:
       0: iload_0
       1: invokestatic  #334                // Method java/lang/Byte.valueOf:(B)Ljava/lang/Byte;
       4: ldc_w         #293                // String rightShift
       7: iload_1
       8: invokestatic  #334                // Method java/lang/Byte.valueOf:(B)Ljava/lang/Byte;
      11: invokestatic  #340                // Method org/codehaus/groovy/runtime/InvokerHelper.invokeMethod:(Ljava/lang/Object;Ljava/lang/String;Ljava/lang/Object;)Ljava/lang/Object;
      14: checkcast     #342                // class java/lang/Number
      17: invokevirtual #346                // Method java/lang/Number.intValue:()I
      20: ireturn

  public static int rightShift(byte, short);
    Code:
       0: getstatic     #324                // Field instance:Lorg/codehaus/groovy/runtime/typehandling/NumberMathModificationInfo;
       3: getfield      #295                // Field byte_rightShift:Z
       6: ifeq          15
       9: iload_0
      10: iload_1
      11: invokestatic  #901                // Method rightShiftSlow:(BS)I
      14: ireturn
      15: iload_0
      16: iload_1
      17: ishr
      18: ireturn

  private static int rightShiftSlow(byte, short);
    Code:
       0: iload_0
       1: invokestatic  #334                // Method java/lang/Byte.valueOf:(B)Ljava/lang/Byte;
       4: ldc_w         #293                // String rightShift
       7: iload_1
       8: invokestatic  #353                // Method java/lang/Short.valueOf:(S)Ljava/lang/Short;
      11: invokestatic  #340                // Method org/codehaus/groovy/runtime/InvokerHelper.invokeMethod:(Ljava/lang/Object;Ljava/lang/String;Ljava/lang/Object;)Ljava/lang/Object;
      14: checkcast     #342                // class java/lang/Number
      17: invokevirtual #346                // Method java/lang/Number.intValue:()I
      20: ireturn

  public static int rightShift(byte, int);
    Code:
       0: getstatic     #324                // Field instance:Lorg/codehaus/groovy/runtime/typehandling/NumberMathModificationInfo;
       3: getfield      #295                // Field byte_rightShift:Z
       6: ifeq          15
       9: iload_0
      10: iload_1
      11: invokestatic  #903                // Method rightShiftSlow:(BI)I
      14: ireturn
      15: iload_0
      16: iload_1
      17: ishr
      18: ireturn

  private static int rightShiftSlow(byte, int);
    Code:
       0: iload_0
       1: invokestatic  #334                // Method java/lang/Byte.valueOf:(B)Ljava/lang/Byte;
       4: ldc_w         #293                // String rightShift
       7: iload_1
       8: invokestatic  #360                // Method java/lang/Integer.valueOf:(I)Ljava/lang/Integer;
      11: invokestatic  #340                // Method org/codehaus/groovy/runtime/InvokerHelper.invokeMethod:(Ljava/lang/Object;Ljava/lang/String;Ljava/lang/Object;)Ljava/lang/Object;
      14: checkcast     #342                // class java/lang/Number
      17: invokevirtual #346                // Method java/lang/Number.intValue:()I
      20: ireturn

  public static long rightShift(byte, long);
    Code:
       0: getstatic     #324                // Field instance:Lorg/codehaus/groovy/runtime/typehandling/NumberMathModificationInfo;
       3: getfield      #295                // Field byte_rightShift:Z
       6: ifeq          15
       9: iload_0
      10: lload_1
      11: invokestatic  #905                // Method rightShiftSlow:(BJ)J
      14: lreturn
      15: iload_0
      16: i2l
      17: lload_1
      18: l2i
      19: lshr
      20: lreturn

  private static long rightShiftSlow(byte, long);
    Code:
       0: iload_0
       1: invokestatic  #334                // Method java/lang/Byte.valueOf:(B)Ljava/lang/Byte;
       4: ldc_w         #293                // String rightShift
       7: lload_1
       8: invokestatic  #367                // Method java/lang/Long.valueOf:(J)Ljava/lang/Long;
      11: invokestatic  #340                // Method org/codehaus/groovy/runtime/InvokerHelper.invokeMethod:(Ljava/lang/Object;Ljava/lang/String;Ljava/lang/Object;)Ljava/lang/Object;
      14: checkcast     #342                // class java/lang/Number
      17: invokevirtual #371                // Method java/lang/Number.longValue:()J
      20: lreturn

  public static int rightShift(short, byte);
    Code:
       0: getstatic     #324                // Field instance:Lorg/codehaus/groovy/runtime/typehandling/NumberMathModificationInfo;
       3: getfield      #297                // Field short_rightShift:Z
       6: ifeq          15
       9: iload_0
      10: iload_1
      11: invokestatic  #907                // Method rightShiftSlow:(SB)I
      14: ireturn
      15: iload_0
      16: iload_1
      17: ishr
      18: ireturn

  private static int rightShiftSlow(short, byte);
    Code:
       0: iload_0
       1: invokestatic  #353                // Method java/lang/Short.valueOf:(S)Ljava/lang/Short;
       4: ldc_w         #293                // String rightShift
       7: iload_1
       8: invokestatic  #334                // Method java/lang/Byte.valueOf:(B)Ljava/lang/Byte;
      11: invokestatic  #340                // Method org/codehaus/groovy/runtime/InvokerHelper.invokeMethod:(Ljava/lang/Object;Ljava/lang/String;Ljava/lang/Object;)Ljava/lang/Object;
      14: checkcast     #342                // class java/lang/Number
      17: invokevirtual #346                // Method java/lang/Number.intValue:()I
      20: ireturn

  public static int rightShift(short, short);
    Code:
       0: getstatic     #324                // Field instance:Lorg/codehaus/groovy/runtime/typehandling/NumberMathModificationInfo;
       3: getfield      #297                // Field short_rightShift:Z
       6: ifeq          15
       9: iload_0
      10: iload_1
      11: invokestatic  #909                // Method rightShiftSlow:(SS)I
      14: ireturn
      15: iload_0
      16: iload_1
      17: ishr
      18: ireturn

  private static int rightShiftSlow(short, short);
    Code:
       0: iload_0
       1: invokestatic  #353                // Method java/lang/Short.valueOf:(S)Ljava/lang/Short;
       4: ldc_w         #293                // String rightShift
       7: iload_1
       8: invokestatic  #353                // Method java/lang/Short.valueOf:(S)Ljava/lang/Short;
      11: invokestatic  #340                // Method org/codehaus/groovy/runtime/InvokerHelper.invokeMethod:(Ljava/lang/Object;Ljava/lang/String;Ljava/lang/Object;)Ljava/lang/Object;
      14: checkcast     #342                // class java/lang/Number
      17: invokevirtual #346                // Method java/lang/Number.intValue:()I
      20: ireturn

  public static int rightShift(short, int);
    Code:
       0: getstatic     #324                // Field instance:Lorg/codehaus/groovy/runtime/typehandling/NumberMathModificationInfo;
       3: getfield      #297                // Field short_rightShift:Z
       6: ifeq          15
       9: iload_0
      10: iload_1
      11: invokestatic  #911                // Method rightShiftSlow:(SI)I
      14: ireturn
      15: iload_0
      16: iload_1
      17: ishr
      18: ireturn

  private static int rightShiftSlow(short, int);
    Code:
       0: iload_0
       1: invokestatic  #353                // Method java/lang/Short.valueOf:(S)Ljava/lang/Short;
       4: ldc_w         #293                // String rightShift
       7: iload_1
       8: invokestatic  #360                // Method java/lang/Integer.valueOf:(I)Ljava/lang/Integer;
      11: invokestatic  #340                // Method org/codehaus/groovy/runtime/InvokerHelper.invokeMethod:(Ljava/lang/Object;Ljava/lang/String;Ljava/lang/Object;)Ljava/lang/Object;
      14: checkcast     #342                // class java/lang/Number
      17: invokevirtual #346                // Method java/lang/Number.intValue:()I
      20: ireturn

  public static long rightShift(short, long);
    Code:
       0: getstatic     #324                // Field instance:Lorg/codehaus/groovy/runtime/typehandling/NumberMathModificationInfo;
       3: getfield      #297                // Field short_rightShift:Z
       6: ifeq          15
       9: iload_0
      10: lload_1
      11: invokestatic  #913                // Method rightShiftSlow:(SJ)J
      14: lreturn
      15: iload_0
      16: i2l
      17: lload_1
      18: l2i
      19: lshr
      20: lreturn

  private static long rightShiftSlow(short, long);
    Code:
       0: iload_0
       1: invokestatic  #353                // Method java/lang/Short.valueOf:(S)Ljava/lang/Short;
       4: ldc_w         #293                // String rightShift
       7: lload_1
       8: invokestatic  #367                // Method java/lang/Long.valueOf:(J)Ljava/lang/Long;
      11: invokestatic  #340                // Method org/codehaus/groovy/runtime/InvokerHelper.invokeMethod:(Ljava/lang/Object;Ljava/lang/String;Ljava/lang/Object;)Ljava/lang/Object;
      14: checkcast     #342                // class java/lang/Number
      17: invokevirtual #371                // Method java/lang/Number.longValue:()J
      20: lreturn

  public static int rightShift(int, byte);
    Code:
       0: getstatic     #324                // Field instance:Lorg/codehaus/groovy/runtime/typehandling/NumberMathModificationInfo;
       3: getfield      #299                // Field int_rightShift:Z
       6: ifeq          15
       9: iload_0
      10: iload_1
      11: invokestatic  #915                // Method rightShiftSlow:(IB)I
      14: ireturn
      15: iload_0
      16: iload_1
      17: ishr
      18: ireturn

  private static int rightShiftSlow(int, byte);
    Code:
       0: iload_0
       1: invokestatic  #360                // Method java/lang/Integer.valueOf:(I)Ljava/lang/Integer;
       4: ldc_w         #293                // String rightShift
       7: iload_1
       8: invokestatic  #334                // Method java/lang/Byte.valueOf:(B)Ljava/lang/Byte;
